@relation features
@attribute dimension0 numeric
@attribute dimension1 numeric
@attribute dimension2 numeric
@attribute dimension3 numeric
@attribute dimension4 numeric
@attribute dimension5 numeric
@attribute dimension6 numeric
@attribute dimension7 numeric
@attribute dimension8 numeric
@attribute dimension9 numeric
@attribute dimension10 numeric
@attribute dimension11 numeric
@attribute dimension12 numeric
@attribute dimension13 numeric
@attribute dimension14 numeric
@attribute dimension15 numeric
@attribute dimension16 numeric
@attribute dimension17 numeric
@attribute dimension18 numeric
@attribute dimension19 numeric
@attribute dimension20 numeric
@attribute dimension21 numeric
@attribute dimension22 numeric
@attribute dimension23 numeric
@attribute dimension24 numeric
@attribute dimension25 numeric
@attribute dimension26 numeric
@attribute dimension27 numeric
@attribute dimension28 numeric
@attribute dimension29 numeric
@attribute dimension30 numeric
@attribute dimension31 numeric
@attribute dimension32 numeric
@attribute dimension33 numeric
@attribute dimension34 numeric
@attribute dimension35 numeric
@attribute dimension36 numeric
@attribute dimension37 numeric
@attribute dimension38 numeric
@attribute dimension39 numeric
@attribute dimension40 numeric
@attribute dimension41 numeric
@attribute dimension42 numeric
@attribute dimension43 numeric
@attribute dimension44 numeric
@attribute dimension45 numeric
@attribute dimension46 numeric
@attribute dimension47 numeric
@attribute dimension48 numeric
@attribute dimension49 numeric
@attribute dimension50 numeric
@attribute dimension51 numeric
@attribute dimension52 numeric
@attribute dimension53 numeric
@attribute dimension54 numeric
@attribute dimension55 numeric
@attribute dimension56 numeric
@attribute dimension57 numeric
@attribute dimension58 numeric
@attribute dimension59 numeric
@attribute dimension60 numeric
@attribute dimension61 numeric
@attribute dimension62 numeric
@attribute dimension63 numeric
@attribute dimension64 numeric
@attribute dimension65 numeric
@attribute dimension66 numeric
@attribute dimension67 numeric
@attribute dimension68 numeric
@attribute dimension69 numeric
@attribute dimension70 numeric
@attribute dimension71 numeric
@attribute dimension72 numeric
@attribute dimension73 numeric
@attribute dimension74 numeric
@attribute dimension75 numeric
@attribute dimension76 numeric
@attribute dimension77 numeric
@attribute dimension78 numeric
@attribute dimension79 numeric
@attribute class {Herpes_zoster_shingles,Hives,Pemphigus_vulgaris,Staphylococcal_scalded_skin_syndrome,Stevens-Johnson_syndrome,Toxic_epidermal_necrolysis,Toxic_shock_syndrome,OTHER}
@data
0.014170481796381078,0.022018748637453674,0.008502289077828646,0.014170481796381078,0.01395247438412906,0.005232177894048398,0.007848266841072597,0.02158273381294964,6.540222367560497E-4,0.011990407673860911,0.0017440592980161324,0.028558971005014172,0.005232177894048398,0.023108785698713757,0.017876607804665358,0.018748637453673424,0.01024634837584478,0.027468933943754086,0.010900370612600829,0.019838674514933506,0.016786570743405275,0.008066274253324613,0.014170481796381078,0.006540222367560497,0.00697623719206453,0.004578155657292348,0.004796163069544364,0.006104207543056464,0.020056681927185523,0.010028340963592761,0.008938303902332679,0.0,0.011336385437104862,0.00828428166557663,0.027686941356006103,0.025724874645737954,0.001526051885764116,0.00697623719206453,0.012862437322868977,0.0,0.02158273381294964,0.006540222367560497,0.015478526269893177,0.002616088947024199,0.015478526269893177,0.008066274253324613,0.011772400261608895,0.017004578155657292,0.0013080444735120995,0.013734466971877043,0.00632221495530848,0.02528885982123392,0.012862437322868977,0.023108785698713757,0.024416830172225856,0.006758229779812513,0.010682363200348812,0.02790494876825812,0.008066274253324613,0.02158273381294964,0.0,8.720296490080662E-4,0.0021800741225201656,0.0010900370612600828,0.0032701111837802484,0.026814911706998037,6.540222367560497E-4,0.020710704163941576,0.013516459559625027,0.023980815347721823,0.009810333551340745,0.00697623719206453,0.00828428166557663,0.020056681927185523,0.01329845214737301,0.028558971005014172,0.020928711576193592,0.012862437322868977,0.018094615216917374,0.0021800741225201656,Herpes_zoster_shingles
0.0,0.021739130434782608,0.0,0.010869565217391304,0.0,0.0,0.010869565217391304,0.0,0.0,0.021739130434782608,0.0,0.010869565217391304,0.0,0.021739130434782608,0.05434782608695652,0.016304347826086956,0.0,0.005434782608695652,0.0,0.0,0.005434782608695652,0.005434782608695652,0.010869565217391304,0.005434782608695652,0.0,0.0,0.0,0.005434782608695652,0.005434782608695652,0.005434782608695652,0.005434782608695652,0.0,0.016304347826086956,0.0,0.0,0.005434782608695652,0.005434782608695652,0.0,0.005434782608695652,0.0,0.043478260869565216,0.0,0.005434782608695652,0.03804347826086957,0.005434782608695652,0.021739130434782608,0.021739130434782608,0.016304347826086956,0.0,0.0,0.0,0.03804347826086957,0.03804347826086957,0.02717391304347826,0.010869565217391304,0.0,0.005434782608695652,0.03260869565217391,0.0,0.005434782608695652,0.0,0.0,0.043478260869565216,0.0,0.005434782608695652,0.021739130434782608,0.0,0.021739130434782608,0.005434782608695652,0.043478260869565216,0.0,0.005434782608695652,0.021739130434782608,0.125,0.010869565217391304,0.05434782608695652,0.0,0.010869565217391304,0.059782608695652176,0.005434782608695652,Herpes_zoster_shingles
0.013197969543147208,0.023350253807106598,0.005076142131979695,0.01116751269035533,0.013197969543147208,0.003045685279187817,0.012182741116751269,0.029441624365482234,0.0020304568527918783,0.015228426395939087,0.0020304568527918783,0.018274111675126905,0.0040609137055837565,0.018274111675126905,0.030456852791878174,0.009137055837563452,0.003045685279187817,0.030456852791878174,0.008121827411167513,0.018274111675126905,0.015228426395939087,0.013197969543147208,0.013197969543147208,0.005076142131979695,0.007106598984771574,0.0010152284263959391,0.006091370558375634,0.0040609137055837565,0.009137055837563452,0.005076142131979695,0.003045685279187817,0.0,0.013197969543147208,0.007106598984771574,0.028426395939086295,0.024365482233502538,0.0010152284263959391,0.0020304568527918783,0.007106598984771574,0.0,0.027411167512690356,0.0040609137055837565,0.017258883248730966,0.0,0.01015228426395939,0.01116751269035533,0.02131979695431472,0.025380710659898477,0.0010152284263959391,0.015228426395939087,0.0010152284263959391,0.03350253807106599,0.023350253807106598,0.03147208121827411,0.025380710659898477,0.003045685279187817,0.007106598984771574,0.030456852791878174,0.01015228426395939,0.018274111675126905,0.0,0.0,0.005076142131979695,0.0,0.003045685279187817,0.027411167512690356,0.0020304568527918783,0.019289340101522844,0.013197969543147208,0.027411167512690356,0.007106598984771574,0.008121827411167513,0.016243654822335026,0.017258883248730966,0.018274111675126905,0.029441624365482234,0.016243654822335026,0.013197969543147208,0.024365482233502538,0.0,Herpes_zoster_shingles
0.01579466929911155,0.019743336623889437,0.011140882809194754,0.012833168805528134,0.015089550133972642,0.007615286983500212,0.012128049640389226,0.01579466929911155,0.006064024820194613,0.011563954308278099,0.003807643491750106,0.021858694119306164,0.010576787477083627,0.018756169792694965,0.017627979128472714,0.01678183613030602,0.01410238330277817,0.013679311803694824,0.012692144972500352,0.013961359469750387,0.01593569313213933,0.01255112113947257,0.016922859963333804,0.011987025807361443,0.007333239317444648,0.005076857989000141,0.007192215484416866,0.010153715978000282,0.017627979128472714,0.00916654914680581,0.006205048653222395,7.051191651389084E-4,0.013115216471583698,0.015371597800028204,0.020025384289945002,0.018051050627556058,0.015089550133972642,0.008179382315611338,0.013538287970667043,0.0,0.017769002961500493,0.011422930475250318,0.01071781131011141,0.011422930475250318,0.010435763644055846,0.009448596812861374,0.014384430968833732,0.015371597800028204,5.640953321111268E-4,0.011846001974333662,0.010435763644055846,0.018897193625722748,0.014666478634889296,0.018756169792694965,0.016217740798194893,0.00916654914680581,0.013115216471583698,0.019320265124806092,0.01085883514313919,0.01903821745875053,0.0,0.0011281906642222536,0.01241009730644479,0.0045127626568890146,0.0026794528275278524,0.017627979128472714,0.0012692144972500353,0.016358764631222676,0.014525454801861515,0.016922859963333804,0.009871668311944718,0.013115216471583698,0.013115216471583698,0.02016640812297278,0.010576787477083627,0.022140741785361726,0.01565364546608377,0.013538287970667043,0.021999717952333943,0.012692144972500352,Herpes_zoster_shingles
0.00998161281849225,0.03204623062779091,0.003940110323089046,0.02311531389545574,0.026792750197005517,0.012083004990806409,0.006304176516942475,0.024691358024691357,0.004728132387706856,0.0042027843446283165,0.0031520882584712374,0.01287102705542422,0.005516154452324665,0.015497767270816917,0.008142894667717364,0.027318098240084056,0.009718938796952981,0.02364066193853428,0.01103230890464933,0.015497767270816917,0.030732860520094562,0.01103230890464933,0.026004728132387706,0.0076175466246388235,0.006829524560021014,0.008405568689256633,0.013659049120042028,0.009193590753874442,0.013659049120042028,0.006041502495403204,0.019437877593905962,0.001313370107696349,0.026530076175466245,0.015235093249277647,0.02075124770160231,0.027318098240084056,0.006304176516942475,0.0031520882584712374,0.00998161281849225,0.0,0.013921723141581297,0.013133701076963489,0.013659049120042028,0.007354872603099553,0.017073811400052534,0.006566850538481744,0.007354872603099553,0.02337798791699501,0.0010506960861570791,0.0112949829261886,0.006041502495403204,0.009718938796952981,0.0076175466246388235,0.02337798791699501,0.0312582085631731,0.0076175466246388235,0.008405568689256633,0.012345679012345678,0.007880220646178092,0.016548463356973995,0.0,0.002364066193853428,0.004728132387706856,0.009193590753874442,0.002626740215392698,0.024691358024691357,0.005778828473863935,0.019437877593905962,0.029419490412398212,0.016811137378513266,0.0076175466246388235,0.006829524560021014,0.0021013921723141583,0.008668242710795903,0.005253480430785396,0.013659049120042028,0.030470186498555294,0.012083004990806409,0.005253480430785396,0.003940110323089046,Herpes_zoster_shingles
0.0138811771238201,0.029566907273736814,0.008189894503053859,0.017490283176013324,0.016240977234869516,0.009022765130483066,0.004719600222098834,0.023181565796779567,0.008189894503053859,0.007912270960577457,0.003192670738478623,0.01693503609106052,0.007218212104386452,0.016102165463631316,0.008051082731815658,0.024153248195446973,0.013187118267629095,0.025541365907828985,0.013464741810105497,0.011521377012770683,0.021654636313159357,0.013603553581343698,0.018184342032204332,0.014991671293725709,0.008051082731815658,0.002082176568573015,0.012076624097723487,0.009300388672959467,0.01096612992781788,0.008606329816768461,0.006524153248195447,6.94058856191005E-4,0.014714047751249307,0.02373681288173237,0.0138811771238201,0.025818989450305387,0.014158800666296502,0.006385341476957246,0.013187118267629095,0.0,0.009439200444197668,0.013325930038867296,0.01526929483620211,0.015546918378678512,0.01679622431982232,0.003886729594669628,0.00694058856191005,0.022903942254303165,2.77623542476402E-4,0.010133259300388673,0.007079400333148251,0.008051082731815658,0.007634647418101055,0.02387562465297057,0.0280399777901166,0.010688506385341476,0.016518600777345918,0.01707384786229872,0.00971682398667407,0.017351471404775123,4.16435313714603E-4,9.71682398667407E-4,0.016102165463631316,0.007773459189339256,2.77623542476402E-4,0.023320377568017768,0.001249305941143809,0.02207107162687396,0.019988895058300944,0.010549694614103275,0.009578012215435869,0.014158800666296502,0.006801776790671849,0.003331482509716824,0.009994447529150472,0.013464741810105497,0.026651860077734593,0.013048306496390895,0.004997223764575236,0.018323153803442533,Herpes_zoster_shingles
0.012306386590282199,0.024506683640993,0.006789730532569488,0.01644387863356673,0.01336728198599618,0.006895820072140887,0.01156375981328241,0.019202206662423085,0.011775938892425206,0.007214088690855082,0.00668364099299809,0.017929132187566307,0.006895820072140887,0.018565669424994696,0.0120942075111394,0.016762147252280923,0.008699342244854658,0.021217907914279653,0.008274984086569064,0.015170804158709951,0.018035221727137705,0.01103331211542542,0.018459579885423297,0.012942923827710588,0.011351580734139614,0.004455760661998727,0.007532357309569276,0.008699342244854658,0.014746446000424358,0.004561850201570125,0.005728835136855506,8.48716316571186E-4,0.01464035646085296,0.010927222575854021,0.017292594950137918,0.020263102058137066,0.010821133036282623,0.00912370040314025,0.015064714619138553,0.0,0.019096117122851686,0.009654148100997241,0.013897729683853171,0.013155102906853384,0.0122002970507108,0.011245491194568216,0.006259282834712498,0.022172713770422237,2.121790791427965E-4,0.012306386590282199,0.013155102906853384,0.016868236791852325,0.010502864417568428,0.016549968173138127,0.019626564820708677,0.011457670273711012,0.01580734139613834,0.020475281137279863,0.016231699554423933,0.013685550604710375,0.0019096117122851686,0.0013791640144281774,0.00668364099299809,0.018141311266709103,0.001591343093570974,0.021748355612136644,0.0014852535539995756,0.017929132187566307,0.0182474008062805,0.018671758964566094,0.015170804158709951,0.017504774029280714,0.007214088690855082,0.01156375981328241,0.008911521323997454,0.017610863568852112,0.02079354975599406,0.013261192446424782,0.00976023764056864,0.016974326331423723,Herpes_zoster_shingles
0.013203927321972689,0.006771244780498815,0.012865365082947748,0.009366888613023362,0.005755558063423993,0.012188240604897867,0.009592596772373322,0.007674077417898657,0.0020313734341496446,0.020088026182146484,0.007448369258548696,0.02731068728134522,0.005755558063423993,0.007786931497573637,0.012865365082947748,0.03408193206184404,0.006094120302448934,0.016702403791897077,0.00947974269269834,0.006206974382123914,0.016589549712222096,0.0097054508520483,0.013993905879697552,0.010044013091073242,0.00868976413497348,0.011285407967498025,0.00880261821464846,0.017266674190271978,0.007561223338223677,0.027987811759395104,0.04074032276266787,0.006545536621148855,0.0038370387089493286,0.00846405597562352,0.032727683105744275,0.04965579505699131,0.006545536621148855,0.006658390700823835,0.014896738517097392,0.0,0.013881051800022571,0.013993905879697552,0.010721137569123124,0.002369935673174585,0.014558176278072453,0.015573862995147274,0.008576910055298499,0.011736824286197945,0.0091411804536734,0.025617876086220518,0.00880261821464846,0.030132039273219727,0.009931159011398263,0.010946845728473084,0.011623970206522966,0.004175600947974269,0.008576910055298499,0.013203927321972689,0.00947974269269834,0.014896738517097392,3.385622390249407E-4,0.0028213519918745063,0.006094120302448934,5.642703983749013E-4,0.007109807019523756,0.020878004739871347,0.011059699808148065,0.012978219162622729,0.00462701726667419,0.01850806906669676,0.010946845728473084,0.010833991648798103,0.014896738517097392,0.018620923146371742,0.014896738517097392,0.016476695632547115,0.012301094684572847,0.011511116126847985,0.013993905879697552,0.007335515178873716,Herpes_zoster_shingles
0.011296660117878193,0.02013752455795678,0.0073673870333988214,0.01719056974459725,0.011132940406024885,0.008513425016371971,0.008840864440078585,0.01195153896529142,0.029960707269155205,0.007039947609692207,0.008677144728225278,0.01719056974459725,0.008022265880812049,0.017354289456450556,0.012115258677144728,0.01768172888015717,0.011787819253438114,0.01538965291421087,0.008677144728225278,0.014571054354944336,0.021938441388343156,0.010478061558611657,0.018500327439423706,0.01424361493123772,0.007694826457105435,0.0054027504911591355,0.010478061558611657,0.01309757694826457,0.011132940406024885,0.005075311067452521,0.007039947609692207,0.002783235101506221,0.010805500982318271,0.012770137524557957,0.01489849377865095,0.020956123117223315,0.01719056974459725,0.007531106745252128,0.010969220694171578,1.6371971185330714E-4,0.011132940406024885,0.014407334643091027,0.010478061558611657,0.02013752455795678,0.013261296660117878,0.013588736083824493,0.007531106745252128,0.01669941060903733,0.0014734774066797642,0.009495743287491814,0.01424361493123772,0.0206286836935167,0.011132940406024885,0.014079895219384414,0.019318925998690242,0.0114603798297315,0.015717092337917484,0.008513425016371971,0.008677144728225278,0.013916175507531107,0.003601833660772757,0.0016371971185330713,0.008513425016371971,0.026686313032089064,0.006221349050425672,0.01653569089718402,0.003601833660772757,0.015553372626064177,0.012115258677144728,0.014079895219384414,0.007858546168958742,0.02570399476096922,0.011624099541584807,0.014407334643091027,0.007531106745252128,0.015062213490504257,0.013261296660117878,0.01309757694826457,0.014734774066797643,0.024230517354289455,Herpes_zoster_shingles
0.014108136963318843,0.009685045374818882,0.01052390757263784,0.01692976435598261,0.008617402577594753,0.013421795165103332,0.007854800579577518,0.005033173186913749,0.012354152367879203,0.017158544955387784,0.005566994585525814,0.01708228475558606,0.008007320979180966,0.007397239380767177,0.008693662777396477,0.033783268512163504,0.006024555784336155,0.014565698162129185,0.007778540379775795,0.007244718981163731,0.022191718142301534,0.012277892168077481,0.02348814153893083,0.012964233966292992,0.00831236177838786,0.0035842293906810036,0.00983756577442233,0.014718218561732633,0.0037367497902844504,0.017692366353999848,0.015709601159155036,0.009303744375810264,0.0036604895904827272,0.013421795165103332,0.024632044535956684,0.035232212308396245,0.03698619690383589,0.0075497597803706245,0.015633340959353315,0.0,0.0070921985815602835,0.01311675436589644,0.01250667276748265,0.018073667353008464,0.01662472355677572,0.0073209791809654545,0.009990086174025775,0.012277892168077481,0.001906504995043087,0.023945702737741173,0.012354152367879203,0.01204911156867231,0.009303744375810264,0.009685045374818882,0.016395942957370548,0.005643254785327538,0.017006024555784337,0.00808358117898269,0.00922748417600854,0.012735453366887821,7.626019980172348E-4,0.004194310989094791,0.018683748951422254,0.004804392587508579,0.0010676427972241287,0.017387325554792953,0.0070921985815602835,0.008846183176999924,0.010066346373827499,0.008388621978189582,0.007397239380767177,0.029893998322275604,0.02036147334706017,0.013498055364905056,0.010752688172043012,0.0066346373827499425,0.011972851368870586,0.011210249370853352,0.01098146877144818,0.03790131930145657,Herpes_zoster_shingles
